flight_id,split,rows,pairs_2s,pairs_10s,pairs_30s,pairs_60s,pairs_120s
KRDU:AAL2360_05L_ab5fdd_20260524T202154Z,train,351,350,346,336,321,291
KRDU:AAL2360_05L_ac79c7_20260713T213849Z,train,309,308,304,294,279,249
KRDU:AAL2360_23L_a9e6df_20260628T210906Z,train,136,135,131,121,106,76
KRDU:AAL2360_23R_a07341_20260527T212412Z,train,156,155,151,141,126,96
KRDU:AAL2360_23R_a95a1c_20260702T204109Z,train,118,117,113,103,88,58
KRDU:AAL2360_23R_a9854e_20260626T202012Z,train,142,141,137,127,112,82
KRDU:AAL2360_23R_a997e5_20260710T200856Z,train,131,130,126,116,101,71
KRDU:AAL2360_23R_a9b7f6_20260525T204924Z,val,149,148,144,134,119,89
KRDU:AAL2360_23R_aa1be0_20260531T221857Z,train,139,138,134,124,109,79
KRDU:AAL2360_23R_aa4e80_20260701T203436Z,train,124,123,119,109,94,64
KRDU:AAL2360_23R_aa6113_20260703T200734Z,train,138,137,133,123,108,78
KRDU:AAL2360_23R_aa7288_20260715T204426Z,train,133,132,128,118,103,73
KRDU:AAL2360_23R_ab385e_20260719T203646Z,train,148,147,143,133,118,88
KRDU:AAL2360_23R_ab586f_20260708T215536Z,train,127,126,122,112,97,67
KRDU:AAL2360_23R_ab7270_20260707T211634Z,val,134,133,129,119,104,74
KRDU:AAL2361_05L_a336e3_20260630T010110Z,train,257,256,252,242,227,197
KRDU:AAL2361_05L_ab35cb_20260530T220649Z,train,261,260,256,246,231,201
KRDU:AAL2361_05L_ab774b_20260628T225721Z,train,130,129,125,115,100,70
KRDU:AAL2361_05L_abd010_20260713T224450Z,train,266,265,261,251,236,206
KRDU:AAL2361_05L_ac91d4_20260717T223627Z,train,287,286,282,272,257,227
KRDU:AAL2361_05L_acbe37_20260712T225139Z,train,305,304,300,290,275,245
KRDU:AAL2361_05L_acc6d1_20260630T232353Z,train,126,125,121,111,96,66
KRDU:AAL2361_05L_ace96d_20260706T221818Z,train,112,111,107,97,82,52
KRDU:AAL2361_05L_ad2862_20260702T221729Z,train,124,123,119,109,94,64
KRDU:AAL2361_05L_ad6758_20260714T223659Z,train,256,255,251,241,226,196
KRDU:AAL2361_05L_adb014_20260705T233609Z,train,309,308,304,294,279,249
KRDU:AAL2361_23R_a3b11e_20260702T010353Z,train,134,133,129,119,104,74
KRDU:AAL2361_23R_a3b4d6_20260708T222303Z,train,300,299,295,285,270,240
KRDU:AAL2361_23R_a3b4d6_20260716T003517Z,train,320,319,315,305,290,260
KRDU:AAL2361_23R_ac8a66_20260526T005648Z,train,146,145,141,131,116,86
KRDU:AAL2361_23R_ac8cf1_20260720T231006Z,train,128,127,123,113,98,68
KRDU:AAL2361_23R_aca309_20260626T224513Z,val,147,146,142,132,117,87
KRDU:AAL2361_23R_acbe37_20260531T221049Z,train,140,139,135,125,110,80
KRDU:AAL2361_23R_acd1f6_20260709T223501Z,train,141,140,136,126,111,81
KRDU:AAL2361_23R_aced23_20260627T224002Z,train,304,303,299,289,274,244
KRDU:AAL2361_23R_acf5be_20260529T221104Z,train,144,143,139,129,114,84
KRDU:AAL2361_23R_ad0851_20260717T003509Z,train,284,283,279,269,254,224
KRDU:AAL2361_23R_ad237f_20260521T221131Z,train,129,128,124,114,99,69
KRDU:AAL2361_23R_ad2862_20260526T233717Z,val,273,272,268,258,243,213
KRDU:AAL2361_23R_adb014_20260718T221821Z,train,279,278,274,264,249,219
KRDU:AAL2361_23R_adcdcc_20260710T222248Z,train,131,130,126,116,101,71
KRDU:AAL2362_05L_a114f4_20260523T113854Z,train,130,129,125,115,100,70
KRDU:AAL2362_05L_a12625_20260630T114359Z,train,143,142,138,128,113,83
KRDU:AAL2362_05L_a68e7c_20260531T115607Z,train,140,139,135,125,110,80
KRDU:AAL2362_05L_a762d3_20260529T114826Z,train,167,166,162,152,137,107
KRDU:AAL2362_05L_ac90a7_20260707T114841Z,train,118,117,113,103,88,58
KRDU:AAL2362_05L_acced9_20260714T114803Z,train,143,142,138,128,113,83
KRDU:AAL2362_05L_acf486_20260713T114757Z,train,143,142,138,128,113,83
KRDU:AAL2362_23R_a0628f_20260527T114708Z,val,157,156,152,142,127,97
KRDU:AAL2362_23R_a06a09_20260717T122731Z,train,280,279,275,265,250,220
KRDU:AAL2362_23R_a09cad_20260721T124606Z,train,284,283,279,269,254,224
KRDU:AAL2362_23R_a0ade2_20260706T115023Z,train,319,318,314,304,289,259
KRDU:AAL2362_23R_a17527_20260718T114732Z,train,314,313,309,299,284,254
KRDU:AAL2362_23R_a684b5_20260701T115721Z,train,317,316,312,302,287,257
KRDU:AAL2362_23R_a6c120_20260525T114659Z,train,352,351,347,337,322,292
KRDU:AAL2362_23R_a6e4e8_20260528T114655Z,train,279,278,274,264,249,219
KRDU:AAL2362_23R_a6ec56_20260627T114415Z,train,349,348,344,334,319,289
KRDU:AAL2362_23R_a6f00d_20260712T114320Z,val,320,319,315,305,290,260
KRDU:AAL2362_23R_a704f9_20260521T114939Z,train,299,298,294,284,269,239
KRDU:AAL2362_23R_a708b0_20260716T115141Z,val,265,264,260,250,235,205
KRDU:AAL2362_23R_a71efa_20260710T115721Z,train,293,292,288,278,263,233
KRDU:AAL2362_23R_a722b1_20260705T114020Z,val,322,321,317,307,292,262
KRDU:AAL2362_23R_a75b65_20260628T114903Z,train,329,328,324,314,299,269
KRDU:AAL2362_23R_a7668a_20260719T115132Z,val,322,321,317,307,292,262
KRDU:AAL2362_23R_a782e4_20260704T114636Z,val,325,324,320,310,295,265
KRDU:AAL2362_23R_acb285_20260709T115509Z,train,323,322,318,308,293,263
KRDU:AAL2362_23R_acdbee_20260720T114617Z,train,292,291,287,277,262,232
KRDU:AAL2362_23R_ad41ed_20260702T114354Z,train,344,343,339,329,314,284
KRDU:AAL2362_23R_ad9811_20260703T121041Z,train,307,306,302,292,277,247
KRDU:AAL2362_23R_ad9f7f_20260708T114652Z,train,329,328,324,314,299,269
KRDU:AAL2362_23R_ada6ed_20260711T114644Z,train,342,341,337,327,312,282
KRDU:AAL2363_05L_ab485e_20260531T154450Z,train,127,126,122,112,97,67
KRDU:AAL2363_05L_ac5920_20260528T154521Z,train,137,136,132,122,107,77
KRDU:AAL2363_05L_aca309_20260714T155500Z,train,133,132,128,118,103,73
KRDU:AAL2363_05L_acb953_20260717T160543Z,val,129,128,124,114,99,69
KRDU:AAL2363_05L_acc31a_20260712T155339Z,train,128,127,123,113,98,68
KRDU:AAL2363_05L_ace6e2_20260522T154651Z,train,137,136,132,122,107,77
KRDU:AAL2363_05L_ad3fd9_20260524T160705Z,train,133,132,128,118,103,73
KRDU:AAL2363_05L_ad84de_20260630T154939Z,train,152,151,147,137,122,92
KRDU:AAL2363_23L_ad44bc_20260527T161751Z,train,350,349,345,335,320,290
KRDU:AAL2363_23R_a3d4ed_20260716T155602Z,train,309,308,304,294,279,249
KRDU:AAL2363_23R_a403df_20260710T154444Z,val,343,342,338,328,313,283
KRDU:AAL2363_23R_a45316_20260701T165046Z,train,283,282,278,268,253,223
KRDU:AAL2363_23R_ab44a7_20260719T162739Z,train,266,265,261,251,236,206
KRDU:AAL2363_23R_ab686f_20260628T163036Z,train,287,286,282,272,257,227
KRDU:AAL2363_23R_abf78f_20260703T154605Z,train,305,304,300,290,275,245
KRDU:AAL2363_23R_ac18fe_20260526T155015Z,train,343,342,338,328,313,283
KRDU:AAL2363_23R_ac4a44_20260521T155218Z,train,137,136,132,122,107,77
KRDU:AAL2363_23R_aca6c0_20260721T155127Z,train,149,148,144,134,119,89
KRDU:AAL2363_23R_acd481_20260705T155643Z,train,283,282,278,268,253,223
KRDU:AAL2363_23R_ad2c19_20260708T182516Z,train,128,127,123,113,98,68
KRDU:AAL2363_23R_ad385f_20260702T155624Z,train,290,289,285,275,260,230
KRDU:AAL2363_23R_ad4747_20260525T155334Z,train,304,303,299,289,274,244
KRDU:AAL2363_23R_ad79eb_20260706T191538Z,train,129,128,124,114,99,69
KRDU:AAL2366_05L_a3b88e_20260714T143149Z,train,293,292,288,278,263,233
KRDU:AAL2366_05L_ab5383_20260522T142851Z,train,127,126,122,112,97,67
KRDU:AAL2366_05L_ab8fee_20260630T150940Z,train,135,134,130,120,105,75
KRDU:AAL2366_05L_ac0dd9_20260717T145102Z,train,295,294,290,280,265,235
KRDU:AAL2366_05L_ac407d_20260529T142702Z,train,131,130,126,116,101,71
KRDU:AAL2366_05L_ac7a5e_20260523T153433Z,train,265,264,260,250,235,205
KRDU:AAL2366_05L_ac8a66_20260712T142940Z,val,135,134,130,120,105,75
KRDU:AAL2366_05L_acd481_20260629T143930Z,train,140,139,135,125,110,80
KRDU:AAL2366_05L_ad5398_20260713T164250Z,train,302,301,297,287,272,242
KRDU:AAL2366_05L_ad7da2_20260530T141923Z,train,133,132,128,118,103,73
KRDU:AAL2366_23L_ab93a5_20260527T145411Z,train,149,148,144,134,119,89
KRDU:AAL2366_23L_acb0b9_20260709T143953Z,train,299,298,294,284,269,239
KRDU:AAL2366_23R_a3661f_20260705T142642Z,train,127,126,122,112,97,67
KRDU:AAL2366_23R_a3d90a_20260528T142539Z,val,122,121,117,107,92,62
KRDU:AAL2366_23R_a3ed91_20260718T143217Z,train,135,134,130,120,105,75
KRDU:AAL2366_23R_a403df_20260704T145702Z,val,131,130,126,116,101,71
KRDU:AAL2366_23R_a40797_20260703T143010Z,train,144,143,139,129,114,84
KRDU:AAL2366_23R_ab9eca_20260702T142849Z,train,315,314,310,300,285,255
KRDU:AAL2366_23R_ab9eca_20260715T143931Z,train,323,322,318,308,293,263
KRDU:AAL2366_23R_abc292_20260701T150723Z,train,281,280,276,266,251,221
KRDU:AAL2366_23R_abca00_20260716T143730Z,train,283,282,278,268,253,223
KRDU:AAL2366_23R_ac18fe_20260720T154434Z,val,133,132,128,118,103,73
KRDU:AAL2366_23R_ac468d_20260628T142450Z,train,274,273,269,259,244,214
KRDU:AAL2366_23R_aca6c0_20260710T142622Z,train,134,133,129,119,104,74
KRDU:AAL2366_23R_acc31a_20260627T142536Z,train,137,136,132,122,107,77
KRDU:AAL2366_23R_ace5b6_20260711T150108Z,train,300,299,295,285,270,240
KRDU:AAL2366_23R_ad2fd0_20260526T143229Z,train,138,137,133,123,108,78
KRDU:AAL2366_23R_ad4105_20260721T143433Z,train,156,155,151,141,126,96
KRDU:AAL2366_23R_ad7760_20260626T142327Z,train,132,131,127,117,102,72
KRDU:AAL2366_23R_add2b0_20260708T143606Z,train,349,348,344,334,319,289
KRDU:AAL2371_05L_a0cb68_20260629T202334Z,train,267,266,262,252,237,207
KRDU:AAL2371_05L_a336df_20260630T222834Z,train,125,124,120,110,95,65
KRDU:AAL2371_05L_ab4c15_20260717T205930Z,train,252,251,247,237,222,192
KRDU:AAL2371_05L_abf78f_20260530T195415Z,val,315,314,310,300,285,255
KRDU:AAL2371_05L_ac18fe_20260705T233140Z,train,275,274,270,260,245,215
KRDU:AAL2371_05L_ac67fc_20260714T195235Z,train,262,261,257,247,232,202
KRDU:AAL2371_05L_ac90a8_20260523T200807Z,train,119,118,114,104,89,59
KRDU:AAL2371_05L_acd5ad_20260524T194828Z,train,308,307,303,293,278,248
KRDU:AAL2371_05L_acf0da_20260522T204342Z,train,323,322,318,308,293,263
KRDU:AAL2371_23L_ad00e3_20260527T204132Z,train,136,135,131,121,106,76
KRDU:AAL2371_23R_a178de_20260626T192924Z,train,267,266,262,252,237,207
KRDU:AAL2371_23R_a18403_20260628T204434Z,train,310,309,305,295,280,250
KRDU:AAL2371_23R_a3a65f_20260527T014421Z,train,136,135,131,121,106,76
KRDU:AAL2371_23R_a3f500_20260706T195708Z,val,323,322,318,308,293,263
KRDU:AAL2371_23R_a506d1_20260627T200435Z,train,152,151,147,137,122,92
KRDU:AAL2371_23R_ab1203_20260721T202528Z,train,156,155,151,141,126,96
KRDU:AAL2371_23R_ab774b_20260525T194259Z,train,146,145,141,131,116,86
KRDU:AAL2371_23R_ab8112_20260529T204814Z,val,139,138,134,124,109,79
KRDU:AAL2371_23R_aba281_20260718T210441Z,train,144,143,139,129,114,84
KRDU:AAL2371_23R_ac066b_20260521T194405Z,val,264,263,259,249,234,204
KRDU:AAL2371_23R_ac390f_20260701T222800Z,train,134,133,129,119,104,74
KRDU:AAL2371_23R_ac468d_20260708T200047Z,train,131,130,126,116,101,71
KRDU:AAL2371_23R_acaa77_20260531T194004Z,train,132,131,127,117,102,72
KRDU:AAL2371_23R_acbffd_20260704T194746Z,val,303,302,298,288,273,243
KRDU:AAL2371_23R_acc31a_20260719T200034Z,train,178,177,173,163,148,118
KRDU:AAL2371_23R_acee50_20260709T194537Z,train,275,274,270,260,245,215
KRDU:AAL2371_23R_ad83b2_20260710T195227Z,train,351,350,346,336,321,291
KRDU:AAL2371_23R_ad83b2_20260716T214447Z,val,119,118,114,104,89,59
KRDU:AAL2371_23R_ad8895_20260720T233914Z,train,128,127,123,113,98,68
KRDU:AAL2371_23R_adea26_20260702T194904Z,train,120,119,115,105,90,60
KRDU:AAL2375_05L_a95665_20260714T001427Z,val,271,270,266,256,241,211
KRDU:AAL2375_05L_a95a1c_20260523T235038Z,train,249,248,244,234,219,189
KRDU:AAL2375_05L_a968f8_20260705T235234Z,train,309,308,304,294,279,249
KRDU:AAL2375_05L_a99077_20260525T002318Z,train,120,119,115,105,90,60
KRDU:AAL2375_05L_aa5d60_20260629T224601Z,train,345,344,340,330,315,285
KRDU:AAL2375_05L_ac72af_20260529T051441Z,train,161,160,156,146,131,101
KRDU:AAL2375_05L_adbef0_20260523T005331Z,train,266,265,261,251,236,206
KRDU:AAL2375_05R_ab30f0_20260719T224522Z,val,117,116,112,102,87,57
KRDU:AAL2375_23R_a95665_20260718T131129Z,train,182,181,177,167,152,122
KRDU:AAL2375_23R_a968f8_20260529T223611Z,train,171,170,166,156,141,111
KRDU:AAL2375_23R_a99077_20260709T224440Z,train,188,187,183,173,158,128
KRDU:AAL2375_23R_a9ccde_20260525T230329Z,train,341,340,336,326,311,281
KRDU:AAL2375_23R_aa15cc_20260718T235635Z,val,203,202,198,188,173,143
KRDU:AAL2375_23R_aa4e80_20260628T055400Z,train,185,184,180,170,155,125
KRDU:AAL2375_23R_aa5d60_20260626T234258Z,train,276,275,271,261,246,216
KRDU:AAL2375_23R_aa64ca_20260704T225921Z,val,206,205,201,191,176,146
KRDU:AAL2375_23R_aa8164_20260704T003755Z,train,280,279,275,265,250,220
KRDU:AAL2375_23R_ab7627_20260711T224052Z,train,212,211,207,197,182,152
KRDU:AAL2379_05L_a05776_20260628T215804Z,train,118,117,113,103,88,58
KRDU:AAL2379_05L_a0628f_20260523T225248Z,val,130,129,125,115,100,70
KRDU:AAL2379_05L_a09533_20260630T215129Z,val,143,142,138,128,113,83
KRDU:AAL2379_05L_a0e086_20260717T221824Z,train,134,133,129,119,104,74
KRDU:AAL2379_05L_a17c95_20260530T211702Z,train,126,125,121,111,96,66
KRDU:AAL2379_05L_a18403_20260714T233440Z,train,125,124,120,110,95,65
KRDU:AAL2379_05L_a6e4e8_20260522T212540Z,train,129,128,124,114,99,69
KRDU:AAL2379_05L_a77b76_20260719T222547Z,train,127,126,122,112,97,67
KRDU:AAL2379_05L_acb636_20260705T232138Z,train,322,321,317,307,292,262
KRDU:AAL2379_05L_accb22_20260720T222113Z,train,121,120,116,106,91,61
KRDU:AAL2379_05L_ad5480_20260629T215858Z,train,132,131,127,117,102,72
KRDU:AAL2379_23R_a0541b_20260709T212143Z,train,306,305,301,291,276,246
KRDU:AAL2379_23R_a0e431_20260703T212227Z,val,278,277,273,263,248,218
KRDU:AAL2379_23R_a0e607_20260526T212308Z,train,312,311,307,297,282,252
KRDU:AAL2379_23R_a10bbc_20260708T210932Z,train,293,292,288,278,263,233
KRDU:AAL2379_23R_a129dc_20260701T212154Z,train,302,301,297,287,272,242
KRDU:AAL2379_23R_a1463a_20260521T211721Z,train,317,316,312,302,287,257
KRDU:AAL2379_23R_a16a02_20260527T211244Z,train,300,299,295,285,270,240
KRDU:AAL2379_23R_a6d9c3_20260710T224800Z,train,318,317,313,303,288,258
KRDU:AAL2379_23R_a6d9c3_20260711T214509Z,train,134,133,129,119,104,74
KRDU:AAL2379_23R_a6e131_20260707T220852Z,train,290,289,285,275,260,230
KRDU:AAL2379_23R_a71b43_20260626T222958Z,train,243,242,238,228,213,183
KRDU:AAL2379_23R_a782e4_20260702T214256Z,train,253,252,248,238,223,193
KRDU:AAL2379_23R_ac7f41_20260704T213254Z,train,294,293,289,279,264,234
KRDU:AAL2379_23R_ac81d2_20260706T211854Z,train,310,309,305,295,280,250
KRDU:AAL2379_23R_accb22_20260529T212032Z,train,310,309,305,295,280,250
KRDU:AAL2379_23R_acf0da_20260715T213809Z,train,294,293,289,279,264,234
KRDU:AAL2379_23R_ad9bc8_20260531T212101Z,train,303,302,298,288,273,243
KRDU:AAL2379_23R_adc531_20260716T214949Z,val,122,121,117,107,92,62
KRDU:AAL2381_05L_a0de99_20260712T140238Z,val,135,134,130,120,105,75
KRDU:AAL2381_05L_a684b5_20260630T135337Z,train,136,135,131,121,106,76
KRDU:AAL2381_05L_a733e6_20260629T141429Z,train,151,150,146,136,121,91
KRDU:AAL2381_05L_a777bf_20260713T135554Z,train,137,136,132,122,107,77
KRDU:AAL2381_05L_a78a52_20260531T153438Z,train,135,134,130,120,105,75
KRDU:AAL2381_05L_ac90a7_20260529T140820Z,train,131,130,126,116,101,71
KRDU:AAL2381_05L_acdf9a_20260524T142021Z,train,424,423,419,409,394,364
KRDU:AAL2381_05L_acdf9a_20260528T145220Z,train,146,145,141,131,116,86
KRDU:AAL2381_05L_ace5bc_20260530T143404Z,train,133,132,128,118,103,73
KRDU:AAL2381_05L_ad495b_20260522T150209Z,train,140,139,135,125,110,80
KRDU:AAL2381_05L_ad8935_20260717T135848Z,train,138,137,133,123,108,78
KRDU:AAL2381_05L_ad9f7f_20260523T141333Z,train,133,132,128,118,103,73
KRDU:AAL2381_23L_ad45a4_20260527T141638Z,train,365,364,360,350,335,305
KRDU:AAL2381_23R_a0a7a0_20260720T150549Z,train,316,315,311,301,286,256
KRDU:AAL2381_23R_a0c075_20260718T135851Z,train,311,310,306,296,281,251
KRDU:AAL2381_23R_a0cc06_20260707T135958Z,train,343,342,338,328,313,283
KRDU:AAL2381_23R_a0dae2_20260704T150932Z,train,286,285,281,271,256,226
KRDU:AAL2381_23R_a0de99_20260701T141128Z,val,152,151,147,137,122,92
KRDU:AAL2381_23R_a0f91d_20260628T163313Z,train,290,289,285,275,260,230
KRDU:AAL2381_23R_a10bbc_20260626T140925Z,train,309,308,304,294,279,249
KRDU:AAL2381_23R_a16a02_20260526T142800Z,train,140,139,135,125,110,80
KRDU:AAL2381_23R_a16db9_20260711T140857Z,val,327,326,322,312,297,267
KRDU:AAL2381_23R_a17170_20260525T140217Z,train,339,338,334,324,309,279
KRDU:AAL2381_23R_a18403_20260721T142629Z,train,283,282,278,268,253,223
KRDU:AAL2381_23R_a4b41c_20260521T142606Z,val,345,344,340,330,315,285
KRDU:AAL2381_23R_a71b43_20260706T140644Z,train,294,293,289,279,264,234
KRDU:AAL2381_23R_a71efa_20260708T143234Z,train,305,304,300,290,275,245
KRDU:AAL2381_23R_a728c1_20260705T153044Z,train,290,289,285,275,260,230
KRDU:AAL2381_23R_a7668a_20260719T152227Z,train,321,320,316,306,291,261
KRDU:AAL2390_05L_a05776_20260712T175751Z,train,122,121,117,107,92,62
KRDU:AAL2390_05L_a0e086_20260717T190659Z,train,129,128,124,114,99,69
KRDU:AAL2390_05L_a3915a_20260705T234925Z,train,140,139,135,125,110,80
KRDU:AAL2390_05L_a56862_20260529T180824Z,train,128,127,123,113,98,68
KRDU:AAL2390_05L_a684b5_20260630T180409Z,train,133,132,128,118,103,73
KRDU:AAL2390_05L_a777bf_20260713T181212Z,train,136,135,131,121,106,76
KRDU:AAL2390_05L_a8ae3e_20260531T181055Z,train,135,134,130,120,105,75
KRDU:AAL2390_05L_aca3a3_20260629T175253Z,train,132,131,127,117,102,72
KRDU:AAL2390_05L_acb285_20260524T182021Z,train,126,125,121,111,96,66
KRDU:AAL2390_05L_accb22_20260523T204717Z,train,124,123,119,109,94,64
KRDU:AAL2390_05L_ad945a_20260714T185145Z,train,119,118,114,104,89,59
KRDU:AAL2390_05L_adcca6_20260530T183015Z,train,130,129,125,115,100,70
KRDU:AAL2390_23L_a57229_20260527T175924Z,train,354,353,349,339,324,294
KRDU:AAL2390_23R_a0cdf3_20260721T193009Z,val,292,291,287,277,262,232
KRDU:AAL2390_23R_a0de99_20260701T204830Z,train,128,127,123,113,98,68
KRDU:AAL2390_23R_a0f91d_20260628T202211Z,train,133,132,128,118,103,73
KRDU:AAL2390_23R_a1463a_20260720T175634Z,train,321,320,316,306,291,261
KRDU:AAL2390_23R_a149f1_20260710T180115Z,train,428,427,423,413,398,368
KRDU:AAL2390_23R_a16a02_20260526T180440Z,train,144,143,139,129,114,84
KRDU:AAL2390_23R_a17527_20260703T182417Z,train,298,297,293,283,268,238
KRDU:AAL2390_23R_a18b71_20260715T175637Z,train,297,296,292,282,267,237
KRDU:AAL2390_23R_a6c120_20260708T180842Z,train,138,137,133,123,108,78
KRDU:AAL2390_23R_a6ec56_20260702T180736Z,train,294,293,289,279,264,234
KRDU:AAL2390_23R_a76df8_20260626T181344Z,train,306,305,301,291,276,246
KRDU:AAL2390_23R_a791c0_20260711T181752Z,train,287,286,282,272,257,227
KRDU:AAL2390_23R_a9034c_20260718T224248Z,val,284,283,279,269,254,224
KRDU:AAL2390_23R_ad3a7f_20260706T185211Z,train,319,318,314,304,289,259
KRDU:AAL2390_23R_ad4d12_20260707T193610Z,train,295,294,290,280,265,235
KRDU:AAL2390_23R_ad8cec_20260627T180850Z,train,350,349,345,335,320,290
KRDU:AAL2394_05L_a06461_20260524T003254Z,train,134,133,129,119,104,74
KRDU:AAL2394_05L_a0c42c_20260530T230439Z,train,130,129,125,115,100,70
KRDU:AAL2394_05L_a11eb7_20260707T004405Z,train,125,124,120,110,95,65
KRDU:AAL2394_05L_a4d42d_20260528T225452Z,train,127,126,122,112,97,67
KRDU:AAL2394_05L_a51958_20260630T011742Z,train,146,145,141,131,116,86
KRDU:AAL2394_05L_a58c29_20260714T004025Z,train,292,291,287,277,262,232
KRDU:AAL2394_05L_a7101e_20260714T230145Z,train,131,130,126,116,101,71
KRDU:AAL2394_05L_a7668a_20260717T235440Z,val,129,128,124,114,99,69
KRDU:AAL2394_05L_a76df8_20260720T000050Z,train,130,129,125,115,100,70
KRDU:AAL2394_05L_a77f2d_20260628T230407Z,train,111,110,106,96,81,51
KRDU:AAL2394_05L_add66d_20260712T225615Z,train,139,138,134,124,109,79
KRDU:AAL2394_05R_a684b5_20260630T231452Z,train,128,127,123,113,98,68
KRDU:AAL2394_23L_a0cc06_20260707T230505Z,train,179,178,174,164,149,119
KRDU:AAL2394_23L_a53207_20260721T032022Z,val,281,280,276,266,251,221
KRDU:AAL2394_23R_a04b24_20260525T233600Z,train,303,302,298,288,273,243
KRDU:AAL2394_23R_a0541b_20260718T235147Z,train,300,299,295,285,270,240
KRDU:AAL2394_23R_a08efd_20260531T231820Z,train,304,303,299,289,274,244
KRDU:AAL2394_23R_a0cc06_20260715T225615Z,val,126,125,121,111,96,66
KRDU:AAL2394_23R_a0de99_20260703T230947Z,train,251,250,246,236,221,191
KRDU:AAL2394_23R_a0e250_20260527T225550Z,train,340,339,335,325,310,280
KRDU:AAL2394_23R_a149f1_20260526T234510Z,train,319,318,314,304,289,259
KRDU:AAL2394_23R_a6c120_20260626T225259Z,train,245,244,240,230,215,185
KRDU:AAL2394_23R_a6e4e8_20260706T015150Z,train,142,141,137,127,112,82
KRDU:AAL2394_23R_acaec8_20260627T235647Z,val,249,248,244,234,219,189
KRDU:AAL2394_23R_acb285_20260529T233752Z,train,301,300,296,286,271,241
KRDU:AAL2394_23R_ad857e_20260701T233737Z,train,132,131,127,117,102,72
KRDU:AAL2394_23R_ad928e_20260708T231234Z,train,308,307,303,293,278,248
KRDU:AAL2394_23R_add66d_20260712T003754Z,train,278,277,273,263,248,218
KRDU:AAL2394_23R_ade543_20260710T002225Z,train,293,292,288,278,263,233
KRDU:AAL2396_05L_a098f6_20260523T203052Z,train,331,330,326,316,301,271
KRDU:AAL2396_05L_a0bcb2_20260522T203604Z,train,138,137,133,123,108,78
KRDU:AAL2396_05L_a0e607_20260710T214814Z,train,123,122,118,108,93,63
KRDU:AAL2396_05L_a0fcd4_20260705T220632Z,train,141,140,136,126,111,81
KRDU:AAL2396_05L_a149f1_20260720T211326Z,train,152,151,147,137,122,92
KRDU:AAL2396_05L_a18b71_20260712T205634Z,train,241,240,236,226,211,181
KRDU:AAL2396_05L_a18b71_20260714T205034Z,train,304,303,299,289,274,244
KRDU:AAL2396_05L_a699a1_20260630T203647Z,train,288,287,283,273,258,228
KRDU:AAL2396_05L_a6e89f_20260524T203925Z,train,133,132,128,118,103,73
KRDU:AAL2396_05L_a6fb32_20260530T202217Z,train,308,307,303,293,278,248
KRDU:AAL2396_05L_a771af_20260528T202626Z,train,143,142,138,128,113,83
KRDU:AAL2396_05L_a77f2d_20260719T224908Z,val,127,126,122,112,97,67
KRDU:AAL2396_05L_ace5bc_20260629T205657Z,train,293,292,288,278,263,233
KRDU:AAL2396_05L_ad9f7f_20260713T205045Z,train,279,278,274,264,249,219
KRDU:AAL2396_23R_a0628f_20260526T202647Z,train,131,130,126,116,101,71
KRDU:AAL2396_23R_a1463a_20260704T211652Z,train,284,283,279,269,254,224
KRDU:AAL2396_23R_a53d2c_20260529T202219Z,train,127,126,122,112,97,67
